Code;FacNom;FacAdr;FacSuiteAdr;FacCp;FacVille;Expr1006;FacInterloc;LivNom;LivCivilite;LivAdr;LivSuiteAdr;LivCp;LivVille;FacTel;LivPortable;LivInterloc
34084;BETEILLE ANTONY;3 CHEMIN DE MARQUE;;33180;ST SEURIN DE CADOURNE;05 56 59 87 44;M.;BETEILLE ANTONY;;3 CHEMIN DE MARQUE;;33180;ST SEURIN DE CARDOURNE;05 56 59 87 44;;M.
34085;EHPAD LES BALCONS DE TIVOLI;148 AVENUE DE TIVOLI;;33110;LE BOUSCAT;05 57 81 15 55;EVA BELLEMIN-MENARD;EHPAD LES BALCONS DE TIVOLI;;148 AVENUE DE TIVOLI;;33110;LE BOUSCAT;05 57 81 15 55;;M.
34086;FRUGIER CARINE;6 RUE DU GRAND JOUAN;;33460;CUSSAC FORT MEDOC;;M.;FRUGIER CARINE;;6 RUE DU GRAND JOUAN;;33460;CUSSAC FORT MEDOC;;;M.
34087;FOUSSAC MOTOCYCLES;10 AV MENDES FRANCE;;33340;LESPARRE MEDOC;05 56 41 22 18;M.;FOUSSAC MOTOCYCLES;;10 AV MENDES FRANCE;;33340;LESPARRE MEDOC;05 56 41 22 18;;M.
34088;L'ECHOPPE;28 RUE BLANQUI;;33300;BORDEAUX;05 57 19 68 88;ERIKA LORIN;L'ECHOPPE;;28 RUE BLANQUI;;33300;BORDEAUX;05 57 19 68 88;;M.
34089;EBA;ZI DE LA PRADE;;33650;ST MEDARD D EYRANS;05 56 20 22 12;KARINE BOUCHON;EBA;;ZA LA PRADE;;33650;ST MEDARD D EYRANS;05 56 20 22 12;;M.
34090;CNAMTS-SCE MEDICAL AQUITAINE;80 AVENUE DE LA JALLERE;B P 250;33028;BORDEAUX CEDEX;05 56 79 84 35;CNAMTS;CNAMTS-SCE MEDICAL AQUITAINE;;80 AVENUE DE LA JALLERE;B P 250;33028;BORDEAUX CEDEX;05 56 79 84 35;;M.
34091;COOPERATIVE SCOLAIRE;ECOLE PAUL LANGEVIN;129 BIS RUE DE LAURIOL;33130;BEGLES;05 56 85 90 81;MONIQUE BRIOL;COOPERATIVE SCOLAIRE;;ECOLE PAUL LANGEVIN;129 BIS RUE DE LAURIOL;33130;BEGLES;05 56 85 90 81;;M.
34092;CNPA GIRONDE;46 RUE DU GENERAL DE LARMINAT;;33000;BORDEAUX;05 56 39 17 99;VINCENT RAPAUD;CNPA GIRONDE;;46 RUE DU GENERAL DE LARMINAT;;33000;BORDEAUX;05 56 39 17 99;;M.
34094;AGENCE PHILIPPE BERDET;190 RUE DES ORANGERS;;33200;BORDEAUX;06 60 07 63 20;M.;AGENCE PHILIPPE BERDET;;190 RUE DES ORANGERS;;33200;BORDEAUX;06 60 07 63 20;;M.
34095;ROBERT FUNERAIRE;8 CHEMIN DE BAYRON;;33340;LESPARRE MEDOC;05 56 41 14 07;Alain ROBERT;ROBERT FUNERAIRE;;8 CHEMIN DE BAYRON;;33340;LESPARRE MEDOC;05 56 41 14 07;;Alain ROBERT
34096;CRUSE DAMIEN;AGENCE MUTUELLE DE POITIERS;53 COURS DE L'INTENDANCE;33000;BORDEAUX;05 56 52 47 40;M.;CRUSE DAMIEN;;AGENCE MUTUELLE DE POITIERS;53 COURS DE L'INTENDANCE;33000;BORDEAUX;05 56 52 47 40;;M.
34097;DUBOIS BRIGITTE;33 RUE DE LA GARE;;33180;VERTHEUIL;06 80 18 64 92;M.;DUBOIS BRIGITTE;;33 RUE DE LA GARE;;33180;VERTHEUIL;06 80 18 64 92;;M.
34099;AGENCE GUY HOQUET CHARTRONS;35 COURS EVRARD DE FAYOLLE;;33000;BORDEAUX;05 57 29 57 61;M.;AGENCE GUY HOQUET CHARTRONS;;35 COURS EVRARD DE FAYOLLE;;33000;BORDEAUX;05 57 29 57 61;;M.
34101;JACKY DAVANCAZE;5 ALLEE LOUSTAOU-NEOU;;33360;CARIGNAN DE BORDEAUX;;M.;JACKY DAVANCAZE;;5 ALLEE LOUSTAOU-NEOU;;33360;CARIGNAN DE BORDEAUX;;;M.
34102;ARDILLEY JACQUES;ROUTE DE BECHENIEUX;;33180;VERTHEUIL;05 56 41 97 46;M.;ARDILLEY JACQUES;;ROUTE DE BECHENIEUX;;33180;VERTHEUIL;05 56 41 97 46;;M.
34103;ANNE CASSAGNE;4 ROUTE DU POINTON;;33930;VENDAYS MONTALIVET;;M.;ANNE CASSAGNE;;4 ROUTE DU POINTON;;33930;VENDAYS MONTALIVET;;;M.
34104;CHATEAU BEJAC ROMELYS;4 RUE RIGON;;33340;ST YZANS DE MEDOC;;M.;CHATEAU BEJAC ROMELYS;;4 RUE RIGON;;33340;ST YZANS DE MEDOC;;;M.
34105;ID SYSTEMES;18 AVENUE DE CHAVAILLES;CS20227;33525;BRUGES CEDEX;05 56 11 28 35;CELINE BERNARD;ID SYSTEMES;;18 AVENUE DE CHAVAILLES;CS20227;33525;BRUGES CEDEX;05 56 11 28 35;;M.
34106;MAGNE MURIEL;3 IMPASSE CITE LUCETTE;;33250;PAUILLAC;;M.;MAGNE MURIEL;;3 IMPASSE CITE LUCETTE;;33250;PAUILLAC;;;M.
34107;WEISS TECHNIK FRANCE;ZI DU BEDAT;CS 60068;33650;ST MEDARD D EYRANS;05 56 46 69 49;MME YVETTE GEISE;WEISS TECHNIK FRANCE;;ZI DU BEDAT;CS 60068;33650;ST MEDARD D EYRANS;05 56 46 69 49;;M.
34108;ULTRA PROP SERVICES;12 AVENUE DES MONDAULTS;;33270;FLOIRAC;05 56 67 34 03;MORGANE;ULTRA PROP SERVICES;;12 AVENUE DES MONDAULTS;;33270;FLOIRAC;05 56 67 34 03;;M.
34109;NOUVELLE MANUTRAN'S;ZI BORDEAUX FRET;RUE BERTRAND BALGUERIE;33521;BRUGES CEDEX;05 56 42 45 00;MME LAPORTE;NOUVELLE MANUTRAN'S;;ZI BORDEAUX FRET;RUE BERTRAND BALGUERIE;33521;BRUGES CEDEX;05 56 42 45 00;;M.
34110;SOCOGIR;14 AVENUE DE LA REPUBLIQUE;;33185;LE HAILLAN;05 56 55 98 91;MICHELE ARNAUD;SOCOGIR;;14 AVENUE DE LA REPUBLIQUE;;33185;LE HAILLAN;05 56 55 98 91;;M.
34111;EFICALU;ZI LAGRANGE I;12 CHEMIN DE LA CANAVE;33650;MARTILLAC;05 56 92 20 30;MLE NEVES;EFICALU;;ZI LAGRANGE I;12 CHEMIN DE LA CANAVE;33650;MARTILLAC;05 56 92 20 30;;M.
34112;CMPG;ZA TROMPELOUP;;33250;PAUILLAC;05 56 59 60 32;M.;CMPG;;ZA TROMPELOUP;;33250;PAUILLAC;05 56 59 60 32;;M.
34113;SCP HENRI BOERNER;26 RUE DE GRASSI;CS 30050;33064;BORDEAUX CEDEX;05 56 44 12 26;MME VALERIE ANTONIO;SCP HENRI BOERNER;;26 RUE DE GRASSI;CS 30050;33064;BORDEAUX CEDEX;05 56 44 12 26;;M.
34114;MOULIETS & RAYSSAC AVOCATS;4 PLACE RODESSE;;33000;BORDEAUX;05 56 21 20 95;M.;MOULIETS & RAYSSAC AVOCATS;;4 PLACE RODESSE;;33000;BORDEAUX;05 56 21 20 95;;M.
34116;CEREMA - DTER SO - DLB;BUREAU FINANCIER;RUE PIERRE RAMOND - CS560013;33166;ST MEDARD EN JALLES;06 64 21 01 22;M MOISSACQ-NOFERI;CEREMA - DTER SO - DLB;;LABORATOIRE REGIONAL BORDEAUX;24 RUE CARTON - CS41635;33073;BORDEAUX CEDEX;06 64 21 01 22;;M.
34117;EARL LOBET;LA PARGAUX;;33180;VERTHEUIL;05 56 41 99 09;M.;EARL LOBET;;LA PARGAUX;;33180;VERTHEUIL;05 56 41 99 09;;M.
34118;MPS OUVERTURE;1 ROUTE DE BOYENTRAN;;33340;ST GERMAIN D ESTEUIL;06 77 28 27 41;JJ RICHARD;MPS OUVERTURE;;1 ROUTE DE BOYENTRAN;;33340;ST GERMAIN D ESTEUIL;06 77 28 27 41;;M.
34119;SSTI;262/264 BLD DU PDT WILSON;CS51483;33001;BORDEAUX CEDEX;05 56 44 10 33;MME LECHELLE;SSTI;;262/264 BLD DU PDT WILSON;CS51483;33001;BORDEAUX CEDEX;05 56 44 10 33;;M.
34121;LEGRAND MICHELLE;55 ROUTE DE BOURQUEYRAUD;;33340;GAILLAN EN MEDOC;05 56 41 62 38;M.;LEGRAND MICHELE;;55 ROUTE DE BOURQUEYRAND;;33340;GAILLAN EN MEDOC;05 56 41 62 38;;M.
34123;ALLWINES;6 AVENUE NEIL ARMSTRONG;;33692;MERIGNAC;05 56 48 07 48;BENARD;SOMMELIERS INTERNATIONAL;;14 RUE MONTESQUIEU;;33000;BORDEAUX;05 56 48 07 48;;Benard
34124;COMITE DES FETES DE VERTHEUIL;2 PLACE ST PIERRE;;33180;VERTHEUIL;;M.;COMITE DES FETES DE VERTHEUIL;;2 PLACE ST PIERRE;;33180;VERTHEUIL;;;M.
34125;LA MAISON DU FLEUVE;20 CHEMIN SEGUIN;;33360;CAMBLANES ET MEYNAC;05 56 20 06 40;ADELINE;LA MAISON DU FLEUVE;;20 CHEMIN SEGUIN;;33360;CAMBLANES ET MEYNAC;05 56 20 06 40;;M.
34126;MOBILITY AQUITAINE;16 RUE MORTON;RDC ANGLE RUE MORTON/DEVEAUX;33200;BORDEAUX;09 81 35 69 65;MR DONNAY;MOBILITY AQUITAINE;;16 RUE MORTON;RDC ANGLE RUE MORTON/DEVEAUX;33200;BORDEAUX;09 81 35 69 65;;M.
34127;STOCK JEANS;44 COURS DU GENERAL DE GAULLE;;33340;LESPARRE MEDOC;05 56 41 14 29;M.;STOCK JEANS;;44 COURS DU GENERAL DE GAULLE;;33340;LESPARRE MEDOC;05 56 41 14 29;;M.
34128;BRUN ET DOUTTE;23 CHEMIN DES BONS;LA HERREYRE;33480;AVENSAN;05 56 58 20 37;CATHERINE GOMIT;BRUN ET DOUTTE;;23 CHEMIN DES BONS;LA HERREYRE;33480;AVENSAN;05 56 58 20 37;;M.
34130;AXA ASSURANCES;DOMINIQUE FAGE;17 RUE JEAN JAURES;33250;PAUILLAC;05 56 73 19 19;M.;AXA ASSURANCE;;DOMINIQUE FAGE;17 RUE JEAN JAURES;33250;PAUILLAC;05 56 73 19 19;;M.
34131;SOUCHAUDESIGNER;176 RUE ACHARD;;33300;BORDEAUX;05 57 85 89 33;M.;SOUCHAUDESIGNER;;176 RUE ACHARD;;33300;BORDEAUX;05 57 85 89 33;;M.
34132;MAIRIE DE MARGAUX;12 RUE DE LA TREMOILLE;BP47;33460;MARGAUX;05 57 88 71 36;M.;MAIRIE DE MARGAUX;;12 RUE DE LA TREMOILLE;BP47;33460;MARGAUX;05 57 88 71 36;;JENNIE DE SOUSA
34133;ACHETER DU NEUF.COM;36 BIS COURS DE VERDUN;;33000;BORDEAUX;05 57 22 93 31;MR DE GROMARD;ACHETER DU NEUF.COM;;36 BIS COURS DE VERDUN;;33000;BORDEAUX;05 57 22 93 31;;M.
34134;LA POSTE                     M;CSPN NOISY - COLIPOSTE;1-3 RUE DES REMPARTS;93195;NOISY LE GRAND;05 57 92 38 90;MR PATRICE ECHILLEY;AGENCE COLIPOSTE BDX-OUEST;;9 RUE THALES;1-3 RUE DES REMPARTS;33700;MERIGNAC;05 57 92 38 90;;M.
34135;ABCD'IMMO;280 COURS DE LA SOMME;;33800;BORDEAUX;05 56 91 93 58;MME CILIO;ABCD'IMMO;;280 COURS DE LA SOMME;;33800;BORDEAUX;05 56 91 93 58;;M.
34136;L'ILE D'ELBE SAS;PIZZERIA;4 PLACE MARECHAL LECLERC;33440;AMBARES ET LAGRAVE;05 56 38 87 04;M.;CARROSSERIE BRUGES CENTRE;;17 AVENUE D'AQUITAINE;4 PLACE MARECHAL LECLERC;33520;BRUGES;05 56 38 87 04;;M.
34138;CONFIEZ-NOUS - SARL JEAM;;3 ROUTE D HOURTIN;33340;LESPARRE MEDOC;05 56 73 60 75;M.;CONFIEZ-NOUS - SARL JEAM;;;3 ROUTE D HOURTIN;33340;LESPARRE MEDOC;05 56 73 60 75;;M.
34139;MANY VIGIER EQUIPEMENT;20 RUE JACQUES CARTIER;;33290;BLANQUEFORT;05 57 88 75 64;MANY VIGIER EQUIPEMENT;MANY VIGIER EQUIPEMENT;;20 RUE JACQUES CARTIER;;33290;BLANQUEFORT;05 57 88 75 64;;MANY VIGIER EQUIPEMENT
34140;ATELIER DES VIEILLES BIELLES;MR DIDIER SOUSLIKOFF;8 RUE DES COLONNES;33340;ST YZANS DE MEDOC;06 42 59 58 94;M.;ATELIER DES VIEILLES BIELLES;;MR DIDIER SOUSLIKOFF;8 RUE DES COLONNES;33340;ST YZANS DE MEDOC;06 42 59 58 94;;M.
34141;GILLET MICHEL;SCI LES MILLEREAUX;5 RTE DU BOIS DE CAILLE;33910;ST DENIS DE PILE;;M.;GILLET MICHEL;;SCI LES MILLEREAUX;5 RTE DU BOIS DE CAILLE;33910;ST DENIS DE PILE;;;M.
34142;ROOT;6 QUAI DE BACALAN;;33300;BORDEAUX;05 56 04 89 78;JADE BUISSON;ROOT;;6 QUAI DE BACALAN;;33300;BORDEAUX;05 56 04 89 78;;M.
34143;CARMO FRANCE;QUAI ARMAND LALANDE;HANGAR G2;33300;BORDEAUX;05 56 98 46 28;CARMO FRANCE;CARMO FRANCE;;QUAI ARMAND LALANDE;HANGAR G2;33300;BORDEAUX;05 56 98 46 28;;Mme FLORES
34144;TESSI TECHNOLOGIES;1-3 AVENUE DES SATELLITES;;33185;LE HAILLAN;05 57 57 25 33;TESSI TECHNOLOGIES;TESSI TECHNOLOGIES;;1-3 AVENUE DES SATELLITES;;33185;LE HAILLAN;05 57 57 25 33;;TESSI TECHNOLOGIES
34147;JEAN-JACQUES DANDIEU;21 AV DU MAL LECLERC;;33140;VILLENAVE D ORNON;;M.;JEAN-JACQUES DANDIEU;;21 AV DU MAL LECLERC;;33140;VILLENAVE D ORNON;;;M.
34148;BORDEAUX IMMOBILIER DANTON;24 RUE DU MARECHAL JOFFRE;;33000;BORDEAUX;05 56 81 92 82;MR CHAILLOU;BORDEAUX IMMOBILIER DANTON;;24 RUE DU MARECHAL JOFFRE;;33000;BORDEAUX;05 56 81 92 82;;M.
34150;COBELBA CONSTRUCTION SAS;10 RUE JULES VERNE;;33185;LE HAILLAN;05 56 96 75 23;COBELBA CONSTRUCTION SAS;COBELBA;;10 RUE JULES VERNE;;33185;LE HAILLAN;05 56 96 75 23;;COBELBA CONSTRUCTION SAS
34152;ELIZO 2 CHEZ ASIE BORDEAUX;45 RUE PIERRE BAOUR;CIDEX 184;33083;BORDEAUX CEDEX;05 57 22 80 99;M.;ELIZO 2  CHEZ ASIE BX;;45 RUE PIERRE BAOUR;CIDEX 184;33083;BORDEAUX CEDEX;05 57 22 80 99;;M.
34153;MAITRE SOUQUET;70 RUE ABBE DE L'EPEE;;33000;BORDEAUX;;M.;MAITRE SOUQUET;;70 RUE ABBE DE L'EPEE;;33000;BORDEAUX;;;M.
34154;ARMI;81 RUE ETRANGERS;;33300;BORDEAUX;05 57 19 03 30;M.;ARMI;;81 RUE ETRANGERS;;33300;BORDEAUX;05 57 19 03 30;;M.
34156;ALTAE;11 RUE PIERRE ET MARIE CURIE;;33520;BRUGES;05 56 69 99 86;STEPHANIE BURGUBURE;ALTAE;;11 RUE PIERRE ET MARIE CURIE;;33520;BRUGES;05 56 69 99 86;;Mme BURGUBURE
34157;AGENCE RAYNAL;20 COURS DE L'INTENDANCE;;33000;BORDEAUX;05 56 48 52 14;M.;AGENCE RAYNAL;;20 COURS DE L'INTENDANCE;;33000;BORDEAUX;05 56 48 52 14;;M.
34160;CABINET DT IMMOBILIER;82 BIS AVENUE DU MEDOC;;33320;EYSINES;05 56 98 41 22;CABINET DT IMMOBILIER;CABINET DT IMMOBILIER;;82 BIS AVENUE DU MEDOC;;33320;EYSINES;05 56 98 41 22;;M.
34161;CADAUJADIS;75 ALLEE DES VIOLETTES;;33140;CADAUJAC;05 56 74 53 30;M.;CADAUJADIS;;75 ALLEE DES VIOLETTES;;33140;CADAUJAC;05 56 74 53 30;;M.
34162;LA POSTE                     B;CSPN NOISY - COLIPOSTE;1-3 RUE DES REMPARTS;96196;NOISY LE GRAND;05 57 10 05 80;ANNA CASTETS;COLIPOSTE -ACP BX PORTE OCEANE;;PARC DE CHAVAILLES;RUE PIERRE ET MARIE CURIE;33525;BRUGES CEDEX;05 57 10 05 80;;M.
34164;LASSERRE PROMOTION;9 AVENUE RAYMOND MANAUD;;33524;BRUGES CEDEX;05 57 10 05 45;ALEXANE BEREAU;LASSERRE PROMOTION;;9 AVENUE RAYMOND MANAUD;;33524;BRUGES CEDEX;05 57 10 05 45;;M.
34165;GARAGE DES DEUX RIVES;7 ROUTE DE PAUILLAC;;33460;LAMARQUE;05 56 58 90 15;M.;GARAGE DES DEUX RIVES;;7 ROUTE DE PAUILLAC;;33460;LAMARQUE;05 56 58 90 15;;M.
34166;SCM CPLB;1 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 48 07 80;M.;SCM CPLB;;1 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;05 56 48 07 80;;M.
34167;LA GOUTTIERE MEDOCAINE;MR CEDRIC LECLERC;11 ROUTE D'ARTIGUILLON-MONIQUE;33340;ST GERMAIN D ESTEUIL;06 23 26 44 53;M.;LA GOUTTIERE MEDOCAINE;;MR CEDRIC LECLERC;11 ROUTE D'ARTIGUILLON-MONIQUE;33340;ST GERMAIN D ESTEUIL;06 23 26 44 53;;M.
34169;TERREFORT;375 AVENUE TIVOLI;;33110;LE BOUSCAT;05 56 17 29 77;MME JUVENAL;TERREFORT;;375 AVENUE TIVOLI;;33110;LE BOUSCAT;05 56 17 29 77;;MME JUVENAL
34170;ECOLE PRIMAIRE SAINTE MARIE;GRAND LEBRUN   -  CS21642;164 AV CHARLES DE GAULLE;33073;BORDEAUX CEDEX;;M.;ECOLE PRIMAIRE STE MARIE;;GRAND LEBRUN;10 RUE DE LA CAPE;33200;BORDEAUX;;;M.
34171;JUST'CUP;43 ROUTE DE MERLANDE;;33350;SAINTE TERRE;06 89 90 00 19;MARINA SEGUY;JUST'CUP;;43 ROUTE DE MERLANDE;;33350;STE TERRE;06 89 90 00 19;;M.
34172;DSC STUDIO22-DIGITAL SOFT CODE;375 AVENUE DE TIVOLI;BAT H;33110;LE BOUSCAT;05 57 10 42 38;MLLE BRUNET JOHANNE;DSC STUDIO 22;;375 AVENUE DE TIVOLI;BAT H;33110;LE BOUSCAT;05 57 10 42 38;;Mlle BRUNET
34173;MAIRIE DE ST MORILLON;1 PLACE DE L'EGLISE;;33650;ST MORILLON;05 56 78 65 81;MME PEREZ;MAIRIE DE ST MORILLON;;1 PLACE DE L'EGLISE;;33650;ST MORILLON;05 56 78 65 81;;M.
34174;AGENCE BERNARD BUHLER;5 QUAI DE BACALAN;;33300;BORDEAUX;05 56 39 27 33;MME DUDOIT;AGENCE BERNARD BUHLER;;5 QUAI DE BACALAN;;33300;BORDEAUX;05 56 39 27 33;;M.
34175;OASYS SUD-OUEST;3 RUE FENELON;;33000;BORDEAUX;05 47 74 57 70;OASYS SUD-OUEST;OASYS SUD-OUEST;;3 RUE FENELON;;33000;BORDEAUX;05 47 74 57 70;;OASYS SUD-OUEST
34176;MR REMI JARRIS;5 CHEMIN PROFOND;;33180;VERTHEUIL;;M.;ME REMI JARRIS;;CHEMIN PROFOND;;33180;VERTHEUIL;;;M.
34177;SAS G. PASTORINO ET FILS;ELECTRICITE GENERALE;17 PLACE SAINT MARTIAL;33300;BORDEAUX;05 56 69 12 12;AMANDINE BOUVIER;SAS G PASTORINO ET FILS;;17 PLACE SAINT MARTIAL;17 PLACE SAINT MARTIAL;33300;BORDEAUX;05 56 69 12 12;;BOUVIER
34179;CHATEAU FERRIERE SAS;33 BIS RUE TREMOILLE;;33460;MARGAUX;05 57 88 76 65;MME COSTA CHRISTINE;CHATEAU FERRIERE SAS;;33 BIS RUE TREMOILLE;;33460;MARGAUX;05 57 88 76 65;;Mme COSTA
34180;UNI-CENTRE;EURL CHASSEURS D'ETOILES;30 COURS DE VERDUN;33000;BORDEAUX;05 56 51 16 41;M.;UNICENTRE;;30 COURS DE VERDUN;30 COURS DE VERDUN;33000;BORDEAUX;05 56 51 16 41;;M.
34181;MAITRE VASSILKA CLIQUET;20 RUE CASTEJA;;33000;BORDEAUX;06 32 49 99 22;M.;MAITRE VASSILKA CLIQUET;;20 RUE CASTEJA;;33000;BORDEAUX;06 32 49 99 22;;M.
34182;BRAZZERO;SAS WBQ1;216 AVENUE DU 8 MAI 1945;86000;POITIERS;;SABRINA - ASIANCE;BRAZZERO;;SAS WBQ1;216 AVENUE DU 8 MAI 1945;86000;POITIERS;;;M.
34183;FAMILLE BOUEY;VIGNOBLES ET CHATEAU;1 RUE DE LAMENA;33340;ST YZANS DE MEDOC;05 56 09 05 01;M.;FAMILLE BOUEY;;VIGNOBLES ET CHATEAU;1 RUE DE LAMENA;33340;ST YZANS DE MEDOC;05 56 09 05 01;;M.
34184;MINASSIAN CATHERINE;2 RUE DES MIMOSAS;;33590;ST VIVIEN DE MEDOC;06 59 90 05 72;M.;MINASSIAN CATHERINE;;2 RUE DES MIMOSAS;;33590;ST VIVIEN DE MEDOC;06 59 90 05 72;;M.
34185;AQUITAINE PROJET;44 AVENUE DE LA FORET;ZAC MERMOZ;33320;EYSINES;05 56 43 13 14;M.;AQUITAINE PROJET;;44 AVENUE DE LA FORET;ZAC MERMOZ;33320;EYSINES;05 56 43 13 14;;M.
34186;GENEVIEVE LETHU CREATION;32 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;;M.;GENEVIEVE LETHU CREATION;;32 COURS GEORGES CLEMENCEAU;;33000;BORDEAUX;;;M.
34189;WBQ1 SAS;31 RUE DU CLOS DE LOUSTEAUNEUF;;33440;AMBARES ET LAGRAVE;05 57 30 88 30;M.;WBQ1 SAS;;31 RUE DU CLOS DE LOUSTEAUNEUF;;33440;AMBARES ET LAGRAVE;05 57 30 88 30;;M.
34190;CLINIQUE ESTHETIQUE AQUITAINE;49 BD GEORGES POMPIDOU;;33000;BORDEAUX;05 56 68 69 70;Hermine BERNARD;CLINIQUE ESTHETIQUE AQUITAINE;;49 BD G POMPIDOU;;33000;BORDEAUX;05 56 68 69 70;;Mlle BERNARD
34191;LA TESTE REST. CHEZ ASIE BORDX;45 RUE PIERRE BAOUR;CIDEX 184;33083;BORDEAUX CEDEX;05 57 73 67 00;M.;LA TESTE REST. CHEZ ASIE BORDX;;45 RUE PIERRE BAOUR;CIDEX 184;33083;BORDEAUX CEDEX;05 57 73 67 00;;M.
34192;FRANCHINI FRERES;TRAVAUX PUBLICS;7 RUE MAQUIS VIGNES OUDIDES;33180;ST ESTEPHE;05 56 59 30 21;M.;FRANCHINI FRERES;;TRAVAUX PUBLICS;7 RUE MAQUIS VIGNES OUDIDES;33180;ST ESTEPHE;05 56 59 30 21;;M.
34193;MR ET MME LANGLAIS;ASS SAUVEGARDE EGLISE GAILLAN;9 RUE DU VIGNEAU;33340;GAILLAN EN MEDOC;;05 56 41 85 02;MR ET MME LANGLAIS;;ASS SAUVEGARDE EGLISE GAILLAN;9 RUE DU VIGNEAU;33340;GAILLAN EN MEDOC;;;M.
34194;EARL LA TESSONIERE;RUE DU PUITS LA LANDE;;33340;CIVRAC EN MEDOC;05 56 41 37 24;M.;EARL LA TESSONIERE;;RUE DU PUITS LA LANDE;;33340;CIVRAC EN MEDOC;05 56 41 37 24;;M.
34196;WINE PERFECT;17 ROUTE CASTILLONNAISE;;33340;VALEYRAC;06 84 35 18 92;M.;WINE PERFECT;;17 ROUTE CASTILLONNAISE;;33340;VALEYRAC;06 84 35 18 92;;M.
34197;INVIVO SILO DE BLAYE;LE PORT;CS 60009;33394;BLAYE CEDEX;;M.;INVIVO STOCKAGE;;SILO DE BASSENS;QUAI DE VIAL;33530;BASSENS;;;M.
34198;KLEDYS (TB);3 PLACE DES GIRONDINS;;33700;MERIGNAC;05 56 36 41 98;KLEDYS (TB);KLEDYS (TB);;3 PLACE DES GIRONDINS;;33700;MERIGNAC;05 56 36 41 98;;Mme JACQUIN
34199;AQUIRO;18-20 RUE ROGER TOUTON;BP235;33028;BORDEAUX CEDEX;05 57 19 37 37;AQUIRO;AQUIRO;;18-20 RUE ROGER TOUTON;BP235;33028;BORDEAUX CEDEX;05 57 19 37 37;;Mme NOUJAREDE
34200;CABINET LASSUS;82 AVENUE DE TIVOLI;CS 20036;33491;LE BOUSCAT CEDEX;05 57 81 00 71;SOPHIE BAUDRY;CABINET LASSUS;;82 AVENUE DE TIVOLI;CS 20036;33110;LE BOUSCAT;05 57 81 00 71;;M.
34203;BORIE-MANOUX;88 QUAI DE BACALAN;7EME ETAGE - ACCUEIL;33300;BORDEAUX;05 56 00 00 70;SOPHIE MEYRE;BORIE-MANOUX;;88 QUAI DE BACALAN;7EME ETAGE - ACCUEIL;33300;BORDEAUX;05 56 00 00 70;;SOPHIE MEYRE
34204;COLLEGE CANTERANE;44 RUE SAINT GENES;;33480;CASTELNAU DE MEDOC;05 57 88 83 70;MMLE DUVERDIER;COLLEGE CANTERANE;;44 RUE SAINT GENES;;33480;CASTELNAU DE MEDOC;05 57 88 83 70;;Mlle DUVERDIER
34207;EARL CHATEAU DE LA CROIX;6 CHEMIN DE LA CROIX;;33340;ORDONNAC;05 56 09 04 14;FRANCISCO;EARL CHATEAU DE LA CROIX;;6 CHEMIN DE LA CROIX;;33340;ORDONNAC;05 56 09 04 14;;FRANCISCO
34208;CABINET CASAGRANDE JOSSELIN;47 BVD PIERRE 1ER;AVOCATS;33110;LE BOUSCAT;05 56 02 89 90;CABINET CASAGRANDE JOSSELIN;CABINET CASAGRANDE JOSSELIN;;47 BVD PIERRE 1ER;AVOCATS;33110;LE BOUSCAT;05 56 02 89 90;;CABINET CASAGRANDE JOSSELIN
34209;PHILIPPE BERARD;CHATEAU LE BREUIL;6 ROUTE DU BANA;33340;BEGADAN;05 56 41 50 67;M.;PHILIPPE BERARD;;4 ROUTE DU BANA;6 ROUTE DU BANA;33340;BEGADAN;05 56 41 50 67;;M.
34210;ACF;3 RUE LAFAYETTE;;33000;BORDEAUX;05 56 33 81 61;M.;ACF;;3 RUE LAFAYETTE;;33000;BORDEAUX;05 56 33 81 61;;M.
34211;ADEMA;81 RUE DE LA COURSE;;33000;BORDEAUX;05 56 44 60 01;M.;ADEMA;;81 RUE DE LA COURSE;;33000;BORDEAUX;05 56 44 60 01;;M.
34213;LA BEQUILLE DE L'AGE;19 AVENUE DU MEDOC;;33320;EYSINES;05 35 38 61 67;LA BEQUILLE DE L'AGE;LA BEQUILLE DE L'AGE;;19 AVENUE DU MEDOC;;33320;EYSINES;05 35 38 61 67;;LA BEQUILLE DE L'AGE
34214;BL2 ARCHITECTES;52 RUE DE TAUZIA;;33800;BORDEAUX;05 56 94 50 66;BRIGAUD;BL2 ARCHITECTES;;52 RUE DE TAUZIA;;33800;BORDEAUX;05 56 94 50 66;;M.
34215;NADEGE BROSSARD;2 RUE DE QUIMPER;;33180;ST SEURIN DE CADOURNE;;M.;NADEGE BROSSARD;;2 RUE DE QUIMPER;;33180;ST SEURIN DE CADOURNE;;;M.
34216;ISABELLE PIQUET;14 RUE TOULOUSE LAUTREC;;33000;BORDEAUX;05 56 81 67 34;M.;ISABELLE PIQUET;;14 RUE TOULOUSE LAUTREC;;33000;BORDEAUX;05 56 81 67 34;;M.
34217;EBBS;124 RUE ABBE DE L'EPEE;;33000;BORDEAUX;05 57 10 38 15;M.;EBBS;;124 RUE ABBE DE L'EPEE;;33000;BORDEAUX;05 57 10 38 15;;M.
